,id,english_writing_host,compound_descr,negativity_descr,neutrality_descr,positivity_descr,compound_neigh_over,negativity_neigh_over,neutrality_neigh_over,positivity_neigh_over,compound_host_ab,negativity_host_ab,neutrality_host_ab,positivity_host_ab
2826,37526110,0,0.5719,0.0,0.893,0.107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2827,37551743,0,0.9493,0.0,0.843,0.157,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2828,37552051,1,0.9738,0.0,0.871,0.129,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2829,37563234,1,0.5719,0.03,0.886,0.084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2830,37566223,1,0.7003,0.0,0.842,0.158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2831,37574141,1,0.9544,0.0,0.893,0.107,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2832,37581992,1,0.9184,0.0,0.705,0.295,0.429,0.018,0.942,0.04,0.0,0.0,1.0,0.0
2833,37583066,0,0.34,0.0,0.93,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2834,37587306,1,0.9657,0.011,0.868,0.121,0.7269,0.0,0.91,0.09,0.908,0.0,0.819,0.181
2835,37588615,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6908,0.0,0.794,0.206
2836,37591960,0,0.8687,0.038,0.815,0.147,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2837,37614144,1,0.9524,0.017,0.829,0.154,0.6996,0.071,0.812,0.117,0.0,0.0,1.0,0.0
2838,37617511,1,0.1531,0.032,0.928,0.041,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2839,37640938,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2840,37642791,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2841,37648148,1,0.7783,0.0,0.867,0.133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2842,37650534,0,0.9768,0.053,0.747,0.2,0.8858,0.0,0.833,0.167,0.0,0.0,0.0,0.0
2843,37654617,1,0.9432,0.0,0.896,0.104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2844,37655324,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2845,37656192,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2846,37672138,1,0.5106,0.0,0.94,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2847,37675051,0,0.4215,0.0,0.859,0.141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2848,37677905,1,0.9117,0.084,0.754,0.162,0.2716,0.045,0.908,0.047,0.8885,0.0,0.87,0.13
2849,37695994,1,0.9856,0.0,0.813,0.187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2850,37697189,1,0.9816,0.0,0.839,0.161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2851,37697364,1,0.9136,0.0,0.854,0.146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2852,37698490,0,0.8074,0.0,0.907,0.093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2853,37699563,1,0.9833,0.0,0.835,0.165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2854,37699704,0,0.5994,0.0,0.938,0.062,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2855,37700209,1,0.9837,0.0,0.803,0.197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2856,37703713,1,0.981,0.012,0.818,0.17,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2857,37704145,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2858,37706453,1,-0.8807,0.073,0.914,0.014,0.4926,0.036,0.891,0.072,0.0,0.0,0.0,0.0
2859,37706538,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2860,37707945,0,0.9612,0.015,0.84,0.145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2861,37722993,1,0.5707,0.03,0.897,0.073,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2862,37735575,1,0.5994,0.0,0.962,0.038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2863,37737602,0,0.8968,0.031,0.866,0.103,0.944,0.0,0.802,0.198,0.0,0.0,0.0,0.0
2864,37745064,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8979,0.0,0.615,0.385
2865,37748554,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2866,37766990,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6634,0.0,0.827,0.173
2867,37776103,1,0.9796,0.029,0.698,0.273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2868,37779526,1,0.6249,0.0,0.937,0.063,0.5859,0.0,0.924,0.076,0.9939,0.0,0.67,0.33
2869,37786286,0,0.9294,0.0,0.872,0.128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2870,37789852,1,0.6705,0.02,0.911,0.069,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2871,37791407,0,0.9661,0.0,0.856,0.144,0.9337,0.0,0.764,0.236,0.0,0.0,0.0,0.0
2872,37791888,0,0.9638,0.0,0.858,0.142,0.9337,0.0,0.87,0.13,0.0,0.0,0.0,0.0
2873,37792261,1,0.9931,0.0,0.749,0.251,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2874,37793282,0,0.9643,0.0,0.876,0.124,0.4404,0.0,0.818,0.182,0.0,0.0,0.0,0.0
2875,37793616,0,0.0,0.0,1.0,0.0,0.9393,0.0,0.82,0.18,0.0,0.0,0.0,0.0
2876,37795433,0,0.9559,0.0,0.823,0.177,0.9432,0.0,0.828,0.172,0.0,0.0,0.0,0.0
2877,37797678,1,0.4019,0.0,0.838,0.162,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2878,37797930,0,0.5972,0.0,0.926,0.074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2879,37797983,0,0.6908,0.0,0.878,0.122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2880,37799811,0,0.6682,0.0,0.908,0.092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2881,37800302,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2882,37805656,0,0.946,0.0,0.877,0.123,0.8591,0.0,0.851,0.149,0.0,0.0,0.0,0.0
2883,37805806,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2884,37816991,1,0.9617,0.009,0.855,0.136,0.8271,0.0,0.848,0.152,0.0,0.0,0.0,0.0
2885,37818145,1,0.9631,0.0,0.864,0.136,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2886,37820534,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4215,0.0,0.641,0.359
2887,37822569,0,0.9118,0.0,0.89,0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2888,37824450,1,0.9413,0.0,0.821,0.179,0.8834,0.018,0.844,0.138,0.9201,0.0,0.433,0.567
2889,37826851,1,0.9874,0.0,0.805,0.195,0.3384,0.0,0.972,0.028,0.5411,0.0,0.534,0.466
2890,37831240,0,-0.7249,0.098,0.902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2891,37856766,1,-0.7906,0.259,0.741,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2892,37858503,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2893,37871608,0,0.4019,0.021,0.923,0.056,0.886,0.0,0.658,0.342,0.9902,0.014,0.724,0.262
2894,37873437,1,0.8271,0.0,0.919,0.081,0.1027,0.0,0.977,0.023,0.3612,0.0,0.889,0.111
2895,37873670,0,0.5399,0.0,0.942,0.058,0.0,0.0,1.0,0.0,0.4939,0.0,0.775,0.225
2896,37880285,1,0.7783,0.0,0.874,0.126,0.8834,0.0,0.863,0.137,0.8957,0.117,0.479,0.404
2897,37881136,1,0.5719,0.0,0.966,0.034,0.5367,0.0,0.79,0.21,0.0,0.0,0.0,0.0
2898,37885088,1,0.1531,0.023,0.944,0.033,0.7003,0.0,0.901,0.099,0.5267,0.0,0.939,0.061
2899,37890693,1,0.9769,0.0,0.843,0.157,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2900,37894746,1,0.9715,0.0,0.862,0.138,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2901,37897202,1,-0.7351,0.127,0.823,0.049,0.0,0.0,1.0,0.0,0.9552,0.0,0.654,0.346
2902,37898454,1,0.9062,0.0,0.827,0.173,0.0,0.0,1.0,0.0,0.9245,0.0,0.605,0.395
2903,37900070,1,0.908,0.0,0.788,0.212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2904,37900134,0,0.9753,0.0,0.789,0.211,0.4215,0.0,0.263,0.737,0.3612,0.0,0.8,0.2
2905,37900538,1,0.9849,0.02,0.796,0.184,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2906,37908023,1,0.9865,0.0,0.746,0.254,0.926,0.0,0.809,0.191,0.9781,0.0,0.685,0.315
2907,37916850,0,0.9612,0.0,0.875,0.125,0.9686,0.0,0.854,0.146,0.0,0.0,0.0,0.0
2908,37925120,1,0.9382,0.0,0.871,0.129,0.9413,0.0,0.744,0.256,0.0,0.0,0.0,0.0
2909,37925974,1,0.2263,0.0,0.983,0.017,0.6124,0.0,0.792,0.208,0.0,0.0,0.0,0.0
2910,37927264,1,0.5719,0.0,0.856,0.144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2911,37928656,1,0.7681,0.019,0.915,0.066,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2912,37930277,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2913,37939918,1,0.4438,0.014,0.937,0.048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2914,37948280,1,0.9001,0.008,0.908,0.084,-0.4497,0.079,0.851,0.071,0.0,0.0,0.0,0.0
2915,37951410,0,0.4927,0.0,0.958,0.042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2916,37954184,1,0.9705,0.023,0.831,0.146,0.9511,0.0,0.872,0.128,0.0,0.0,0.0,0.0
2917,37955040,1,0.3551,0.049,0.876,0.075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2918,37965016,0,0.6369,0.0,0.907,0.093,0.128,0.065,0.855,0.08,0.0,0.0,0.0,0.0
2919,37968108,1,0.7147,0.0,0.958,0.042,0.7003,0.0,0.909,0.091,0.0,0.0,0.0,0.0
2920,37968346,1,0.9354,0.045,0.821,0.134,-0.2732,0.07,0.88,0.05,0.0,0.0,0.0,0.0
2921,37970797,0,0.7845,0.0,0.582,0.418,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2922,37978289,1,-0.5994,0.033,0.967,0.0,0.0,0.0,1.0,0.0,0.1027,0.161,0.62,0.219
2923,37982070,0,0.54,0.0,0.878,0.122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2924,37983783,0,0.8122,0.0,0.902,0.098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2925,37988185,0,0.6697,0.0,0.938,0.062,0.6705,0.0,0.8,0.2,0.0,0.0,1.0,0.0
2926,38005656,1,0.92,0.0,0.851,0.149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2927,38006135,1,0.9776,0.008,0.814,0.178,0.9299,0.0,0.685,0.315,0.0,0.0,0.0,0.0
2928,38006488,0,0.5423,0.0,0.971,0.029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2929,38008119,1,0.8553,0.0,0.849,0.151,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2930,38011460,1,0.9657,0.0,0.842,0.158,0.0,0.0,1.0,0.0,0.5719,0.0,0.73,0.27
2931,38013052,1,0.954,0.054,0.705,0.241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2932,38019630,0,0.6542,0.008,0.951,0.041,0.0,0.0,1.0,0.0,0.802,0.0,0.728,0.272
2933,38030579,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2934,38037200,0,-0.2003,0.113,0.798,0.089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2935,38041300,1,0.9485,0.0,0.846,0.154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2936,38060714,1,0.9186,0.0,0.675,0.325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2937,38062096,0,0.836,0.0,0.895,0.105,0.0,0.0,1.0,0.0,0.3612,0.0,0.839,0.161
2938,38062749,1,0.9235,0.039,0.849,0.111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2939,38063140,1,0.9781,0.0,0.829,0.171,0.6705,0.0,0.864,0.136,0.9844,0.0,0.719,0.281
2940,38063566,0,0.4019,0.0,0.966,0.034,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2941,38083239,1,0.8858,0.013,0.898,0.09,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2942,38092662,1,0.9783,0.015,0.804,0.181,0.8689,0.0,0.818,0.182,0.0,0.0,0.0,0.0
2943,38096006,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2944,38096787,1,0.9774,0.0,0.828,0.172,0.6705,0.0,0.814,0.186,0.9864,0.0,0.715,0.285
2945,38098193,1,0.9403,0.0,0.92,0.08,0.9186,0.0,0.911,0.089,0.9735,0.027,0.635,0.338
2946,38100507,0,0.9716,0.0,0.863,0.137,0.7227,0.019,0.888,0.093,0.7469,0.039,0.855,0.106
2947,38108786,0,0.5563,0.0,0.962,0.038,0.4939,0.0,0.686,0.314,0.0,0.0,0.0,0.0
2948,38110236,0,0.34,0.0,0.87,0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2949,38111820,1,0.8225,0.0,0.892,0.108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2950,38112149,0,0.8176,0.032,0.81,0.158,0.0,0.0,1.0,0.0,0.8126,0.0,0.778,0.222
2951,38112537,1,0.7921,0.039,0.85,0.111,0.5809,0.0,0.902,0.098,0.0,0.0,0.0,0.0
2952,38117733,0,0.9449,0.0,0.853,0.147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2953,38118549,1,0.9862,0.0,0.783,0.217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2954,38118673,1,0.9665,0.0,0.732,0.268,0.0,0.0,1.0,0.0,0.3802,0.0,0.915,0.085
2955,38118987,1,0.765,0.0,0.833,0.167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2956,38121411,0,0.6124,0.0,0.924,0.076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2957,38125427,1,0.0,0.0,1.0,0.0,0.6249,0.0,0.864,0.136,0.0,0.0,0.0,0.0
2958,38129285,0,0.8402,0.0,0.743,0.257,0.0,0.0,1.0,0.0,0.8591,0.0,0.727,0.273
2959,38129722,0,0.743,0.0,0.92,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2960,38141879,1,0.4927,0.0,0.926,0.074,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2961,38143124,1,0.9274,0.0,0.856,0.144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2962,38143219,1,0.9823,0.0,0.836,0.164,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2963,38143811,1,0.9432,0.0,0.896,0.104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2964,38148619,1,0.0258,0.0,0.993,0.007,0.9741,0.0,0.805,0.195,0.0,0.0,0.0,0.0
2965,38156689,0,0.6597,0.0,0.87,0.13,-0.296,0.306,0.694,0.0,0.0,0.0,0.0,0.0
2966,38168291,1,0.9701,0.0,0.862,0.138,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2967,38169435,0,0.8658,0.0,0.862,0.138,0.1027,0.0,0.887,0.113,0.0,0.0,1.0,0.0
2968,38171812,1,0.982,0.0,0.736,0.264,0.5994,0.0,0.87,0.13,0.9686,0.0,0.765,0.235
2969,38175877,0,0.9913,0.0,0.764,0.236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2970,38176781,1,0.9652,0.0,0.803,0.197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2971,38177601,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2972,38177631,1,0.9451,0.0,0.9,0.1,0.9492,0.0,0.816,0.184,0.9758,0.0,0.607,0.393
2973,38180526,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2974,38180727,1,0.9299,0.0,0.761,0.239,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2975,38181220,1,0.9101,0.0,0.819,0.181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2976,38184024,1,0.765,0.0,0.845,0.155,0.4215,0.0,0.903,0.097,0.9612,0.0,0.655,0.345
2977,38195406,1,0.6705,0.046,0.803,0.151,0.6872,0.042,0.807,0.151,0.0,0.0,0.0,0.0
2978,38198296,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2979,38199689,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8718,0.0,0.724,0.276
2980,38199867,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2981,38202218,0,0.9666,0.013,0.834,0.152,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2982,38203762,0,0.4215,0.0,0.588,0.412,-0.296,0.136,0.864,0.0,0.0,0.0,0.0,0.0
2983,38205773,1,0.0516,0.03,0.937,0.033,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2984,38207314,0,0.8002,0.0,0.92,0.08,0.0,0.0,1.0,0.0,0.4926,0.0,0.932,0.068
2985,38209659,1,-0.7424,0.088,0.894,0.017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2986,38223997,0,0.5106,0.0,0.975,0.025,0.762,0.0,0.314,0.686,0.0,0.0,0.0,0.0
2987,38232052,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2988,38248142,1,0.5859,0.0,0.879,0.121,0.8399,0.034,0.78,0.186,0.0,0.0,0.0,0.0
2989,38248574,1,0.8834,0.0,0.817,0.183,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2990,38249784,0,0.0,0.0,1.0,0.0,0.762,0.0,0.478,0.522,0.0,0.0,0.0,0.0
2991,38249814,1,0.9607,0.0,0.839,0.161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2992,38253851,0,0.9081,0.0,0.916,0.084,0.5574,0.021,0.925,0.054,0.9788,0.0,0.739,0.261
2993,38255968,1,-0.6486,0.136,0.799,0.065,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2994,38259674,1,0.4754,0.087,0.835,0.077,0.0,0.0,1.0,0.0,0.6369,0.0,0.887,0.113
2995,38260029,0,0.802,0.0,0.883,0.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2996,38271041,1,0.9764,0.0,0.844,0.156,0.6249,0.0,0.841,0.159,0.0,0.0,0.0,0.0
2997,38272299,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2998,38278924,1,0.8335,0.0,0.929,0.071,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
2999,38279131,0,0.4404,0.0,0.956,0.044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3000,38281381,0,0.9611,0.023,0.845,0.132,0.8689,0.046,0.833,0.121,0.0,0.0,0.0,0.0
3001,38281651,1,0.8671,0.0,0.899,0.101,0.7383,0.122,0.483,0.396,0.8943,0.0,0.777,0.223
3002,38286694,1,0.0258,0.0,0.978,0.022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3003,38287993,1,0.9349,0.0,0.806,0.194,0.9072,0.0,0.785,0.215,0.0,0.0,0.0,0.0
3004,38288682,1,-0.5951,0.05,0.933,0.017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3005,38289317,1,0.9652,0.037,0.809,0.154,0.0,0.0,1.0,0.0,0.9175,0.0,0.783,0.217
3006,38289820,1,0.9886,0.0,0.766,0.234,0.8883,0.0,0.842,0.158,0.9825,0.0,0.757,0.243
3007,38292740,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3008,38292954,1,0.9477,0.0,0.866,0.134,0.784,0.0,0.797,0.203,0.0,0.0,0.0,0.0
3009,38294692,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3010,38305205,1,0.9822,0.015,0.827,0.158,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
3011,38305931,1,0.9612,0.0,0.825,0.175,0.4215,0.0,0.891,0.109,0.0,0.0,0.0,0.0
3012,38307061,0,0.8999,0.0,0.897,0.103,0.0,0.0,1.0,0.0,0.4588,0.0,0.625,0.375
3013,38308384,0,0.8999,0.0,0.897,0.103,0.0,0.0,1.0,0.0,0.4588,0.0,0.625,0.375
3014,38308664,1,0.9186,0.0,0.875,0.125,0.8442,0.0,0.676,0.324,0.6369,0.0,0.833,0.167
3015,38308742,0,0.8999,0.0,0.897,0.103,0.0,0.0,1.0,0.0,0.4588,0.0,0.625,0.375
3016,38308756,0,0.6597,0.0,0.961,0.039,0.0,0.0,1.0,0.0,0.4588,0.0,0.625,0.375
3017,38309488,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3018,38317131,1,0.7884,0.0,0.842,0.158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3019,38317196,1,0.6124,0.034,0.894,0.072,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3020,38319899,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3021,38324221,1,0.7669,0.032,0.86,0.108,0.7003,0.0,0.823,0.177,0.9657,0.0,0.329,0.671
3022,38324258,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3023,38330633,1,-0.8647,0.117,0.821,0.062,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3024,38336296,1,0.4215,0.0,0.953,0.047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3025,38337931,1,0.7837,0.015,0.915,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3026,38338584,0,0.9421,0.0,0.865,0.135,0.4199,0.0,0.979,0.021,0.7096,0.0,0.337,0.663
3027,38340586,1,0.9507,0.011,0.862,0.127,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
3028,38341515,0,0.8578,0.0,0.816,0.184,0.0,0.0,1.0,0.0,0.9225,0.0,0.767,0.233
3029,38345927,1,0.9632,0.0,0.841,0.159,0.9336,0.0,0.809,0.191,0.6696,0.0,0.824,0.176
3030,38347135,1,0.9062,0.0,0.881,0.119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3031,38349360,1,0.5983,0.0,0.936,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,38363919,0,0.2942,0.0,0.865,0.135,0.0,0.0,1.0,0.0,0.9225,0.0,0.767,0.233
3033,38365952,1,0.9778,0.0,0.841,0.159,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
3034,38368284,0,0.9382,0.0,0.819,0.181,0.4754,0.0,0.829,0.171,0.0,0.0,0.0,0.0
3035,38371410,1,0.8553,0.0,0.889,0.111,0.0,0.0,1.0,0.0,0.4404,0.0,0.408,0.592
3036,38371907,0,0.8316,0.0,0.887,0.113,0.0,0.0,1.0,0.0,0.296,0.0,0.855,0.145
3037,38374108,1,0.9617,0.012,0.797,0.191,0.0,0.0,1.0,0.0,0.5631,0.0,0.891,0.109
3038,38374573,0,0.8481,0.0,0.814,0.186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3039,38380858,0,0.9632,0.0,0.858,0.142,0.6124,0.0,0.828,0.172,0.3182,0.089,0.729,0.182
3040,38381797,0,0.9684,0.062,0.765,0.173,0.0,0.0,1.0,0.0,0.9826,0.0,0.658,0.342
3041,38384078,1,0.4588,0.0,0.911,0.089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3042,38385381,1,0.9465,0.0,0.799,0.201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3043,38394899,1,0.9581,0.0,0.881,0.119,0.6249,0.0,0.836,0.164,0.0,0.0,0.0,0.0
3044,38397042,1,0.4927,0.0,0.958,0.042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3045,38397666,1,0.9878,0.0,0.791,0.209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3046,38403006,1,0.836,0.0,0.921,0.079,0.4767,0.0,0.773,0.227,0.0,0.0,0.0,0.0
3047,38406949,0,0.4404,0.0,0.941,0.059,0.0,0.0,1.0,0.0,0.6696,0.0,0.471,0.529
3048,38407426,0,0.5574,0.0,0.963,0.037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3049,38415091,1,0.9081,0.025,0.841,0.133,0.6369,0.0,0.792,0.208,0.743,0.0,0.656,0.344
3050,38422256,0,0.8519,0.0,0.887,0.113,0.4019,0.026,0.915,0.059,0.0,0.0,0.0,0.0
3051,38423107,0,-0.5106,0.076,0.883,0.041,0.0,0.0,1.0,0.0,0.6988,0.0,0.676,0.324
3052,38423574,1,0.9661,0.0,0.737,0.263,0.8402,0.0,0.744,0.256,0.0,0.0,0.0,0.0
3053,38424224,1,0.836,0.0,0.875,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3054,38426143,0,0.5413,0.028,0.899,0.073,0.0,0.0,1.0,0.0,-0.1558,0.059,0.896,0.045
3055,38426978,0,0.5994,0.0,0.888,0.112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3056,38427388,0,0.3182,0.0,0.96,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3057,38429702,0,0.2928,0.02,0.935,0.045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3058,38432783,0,0.2928,0.019,0.941,0.041,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3059,38433066,1,0.6369,0.0,0.826,0.174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3060,38439830,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3061,38442584,0,0.6114,0.0,0.939,0.061,-0.6435,0.119,0.881,0.0,0.0,0.0,0.0,0.0
3062,38444440,1,0.9062,0.0,0.933,0.067,0.9581,0.02,0.814,0.166,0.0,0.0,1.0,0.0
